index;UserID;Item;Valor
103;2696;Cadeira;500
104;48191;Mochila;100
105;5259;Mochila;100
106;87539;Mochila;100
107;39505;Monitor;800
108;33160;Cadeira;500
109;13987;Fone de Ouvido;200
110;61859;Fone de Ouvido;200
111;12667;Mochila;100
112;38661;Carregador;80
113;3562;Carregador;80
114;26855;Fone de Ouvido;200
115;64506;Carregador;80
116;52252;Mochila;100
117;22663;Carregador;80
118;8393;Cadeira;500
119;30536;Carregador;80
120;78604;Mochila;100
121;52257;Carregador;80
122;89136;Fone de Ouvido;200
123;35223;Mochila;100
124;77374;Fone de Ouvido;200
125;79576;Fone de Ouvido;200
126;96355;Cadeira;500
127;84652;Fone de Ouvido;200
128;63336;Fone de Ouvido;200
129;10966;Monitor;800
130;24539;Carregador;80
131;70593;Fone de Ouvido;200
132;98019;Carregador;80
133;8111;Fone de Ouvido;200
134;79310;Mochila;100
135;27267;Fone de Ouvido;200
136;52993;Cadeira;500
137;82949;Fone de Ouvido;200
138;98807;Mochila;100
139;6911;Mochila;100
140;90983;Carregador;80
141;207;Cadeira;500
142;87055;Fone de Ouvido;200
143;87898;Fone de Ouvido;200
144;23420;Cadeira;500
145;50637;Cadeira;500
146;50016;Teclado;150
147;54269;Carregador;80
148;87940;Fone de Ouvido;200
149;18142;Fone de Ouvido;200
150;80357;Mochila;100
151;71911;Carregador;80
152;56045;Carregador;80
153;67215;Carregador;80
154;33828;Mochila;100
155;55821;Monitor;800
156;62624;Cadeira;500
157;81735;Mochila;100
158;75451;Fone de Ouvido;200
159;93427;Fone de Ouvido;200
160;22300;Carregador;80
161;43586;Mochila;100
162;64045;Fone de Ouvido;200
163;42558;Mochila;100
164;49081;Cadeira;500
165;2694;Mochila;100
166;95004;Carregador;80
167;95260;Carregador;80
168;69164;Carregador;80
169;25940;Teclado;150
170;48926;Carregador;80
171;42942;Fone de Ouvido;200
172;21835;Mochila;100
173;18048;Carregador;80
174;26106;Mochila;100
175;75767;Mochila;100
176;15708;Fone de Ouvido;200
177;21977;Mochila;100
178;44263;Carregador;80
179;23777;Carregador;80
180;30081;Mochila;100
181;66843;Mochila;100
182;61374;Carregador;80
183;6777;Carregador;80
184;92788;Mouse;50
185;55017;Carregador;80
186;9475;Teclado;150
187;58054;Mouse;50
188;21960;Fone de Ouvido;200
189;5531;Carregador;80
190;94857;Mochila;100
191;3749;Carregador;80
192;97505;Cadeira;500
193;98099;Cadeira;500
194;13546;Fone de Ouvido;200
195;66200;Carregador;80
196;34767;Mochila;100
197;73531;Fone de Ouvido;200
198;93558;Cadeira;500
199;61088;Mochila;100
200;95840;Mochila;100
201;68841;Fone de Ouvido;200
202;54385;Mochila;100
203;51006;Mochila;100
204;46577;Carregador;80
205;39354;Carregador;80
206;62004;Mochila;100
207;83212;Carregador;80
208;52734;Carregador;80
209;65319;Fone de Ouvido;200
210;89475;Mochila;100
211;23665;Carregador;80
212;67173;Carregador;80
213;85617;Cadeira;500
214;93265;Fone de Ouvido;200
215;26737;Carregador;80
216;94210;Fone de Ouvido;200
217;855;Cadeira;500
218;90085;Carregador;80
219;38624;Fone de Ouvido;200
220;7393;Mochila;100
221;55681;Fone de Ouvido;200
222;46718;Mochila;100
223;87093;Mochila;100
224;50860;Fone de Ouvido;200
225;26310;Fone de Ouvido;200
226;87456;Carregador;80
227;63735;Cadeira;500
228;70468;Carregador;80
229;52663;Carregador;80
230;98507;Cadeira;500
231;12689;Mochila;100
232;25343;Fone de Ouvido;200
233;37158;Fone de Ouvido;200
234;67864;Mochila;100
235;52084;Carregador;80
236;65734;Carregador;80
237;89046;Fone de Ouvido;200
238;34699;Mochila;100
239;80624;Mochila;100
240;22672;Fone de Ouvido;200
241;25185;Fone de Ouvido;200
242;93385;Fone de Ouvido;200
243;42108;Mochila;100
244;86203;Fone de Ouvido;200
245;51664;Fone de Ouvido;200
246;15709;Mochila;100
247;91907;Fone de Ouvido;200
248;49812;Fone de Ouvido;200
249;2812;Carregador;80
250;56251;Carregador;80
251;72083;Cadeira;500
252;34755;Carregador;80
253;95743;Cadeira;500
254;11412;Fone de Ouvido;200
255;2912;Carregador;80
256;67271;Mochila;100
257;83764;Fone de Ouvido;200
258;8681;Carregador;80
259;84897;Monitor;800
260;83880;Cadeira;500
261;71296;Carregador;80
262;88615;Carregador;80
263;11112;Carregador;80
264;37505;Mochila;100
265;1803;Fone de Ouvido;200
266;8156;Fone de Ouvido;200
267;73657;Fone de Ouvido;200
268;39385;Mouse;50
269;47255;Mochila;100
270;21919;Mochila;100
271;85982;Carregador;80
272;60714;Fone de Ouvido;200
273;30307;Mochila;100
274;16647;Fone de Ouvido;200
275;46844;Mouse;50
276;96602;Mochila;100
277;90736;Mochila;100
278;16372;Mochila;100
279;77372;Monitor;800
280;2050;Mochila;100
281;31617;Cadeira;500
282;20933;Carregador;80
283;29856;Fone de Ouvido;200
284;61435;Carregador;80
285;72695;Mochila;100
286;43017;Mochila;100
287;7401;Cadeira;500
288;42643;Fone de Ouvido;200
289;15152;Mouse;50
290;51408;Carregador;80
291;66691;Fone de Ouvido;200
292;4500;Mochila;100
293;6296;Fone de Ouvido;200
294;59041;Teclado;150
295;12184;Mochila;100
296;29300;Carregador;80
297;12875;Carregador;80
298;32712;Monitor;800
299;5540;Carregador;80
300;53352;Carregador;80
301;61268;Mochila;100
302;48355;Carregador;80
303;2558;Fone de Ouvido;200
304;38361;Carregador;80
305;82019;Carregador;80
306;2201;Carregador;80
307;68498;Cadeira;500
308;46976;Carregador;80
309;21358;Carregador;80
310;77506;Cadeira;500
311;2870;Carregador;80
312;61136;Carregador;80
313;50109;Mochila;100
314;94180;Cadeira;500
315;90273;Mochila;100
316;38468;Fone de Ouvido;200
317;23329;Carregador;80
318;91413;Cadeira;500
319;86832;Laptop;3000
320;3988;Carregador;80
321;58872;Fone de Ouvido;200
322;22400;Cadeira;500
323;46215;Mochila;100
324;99523;Fone de Ouvido;200
325;86417;Mochila;100
326;70272;Carregador;80
327;44065;Carregador;80
328;70092;Fone de Ouvido;200
329;40819;Mochila;100
330;45526;Cadeira;500
331;19831;Teclado;150
332;17430;Mochila;100
333;6894;Mochila;100
334;79910;Carregador;80
335;47334;Teclado;150
336;3437;Carregador;80
337;74291;Mochila;100
338;76214;Carregador;80
339;5896;Fone de Ouvido;200
340;19739;Carregador;80
341;30747;Cadeira;500
342;49378;Carregador;80
343;48405;Carregador;80
344;54046;Mochila;100
345;97889;Mochila;100
346;39791;Fone de Ouvido;200
347;5601;Mochila;100
348;94661;Mochila;100
349;93180;Carregador;80
350;40765;Carregador;80
351;74544;Fone de Ouvido;200
352;45715;Carregador;80
353;56836;Mochila;100
354;73745;Carregador;80
355;56492;Fone de Ouvido;200
356;18590;Carregador;80
357;43485;Fone de Ouvido;200
358;82990;Fone de Ouvido;200
359;36213;Fone de Ouvido;200
360;43526;Cadeira;500
361;47203;Mochila;100
362;32636;Carregador;80
363;63209;Mochila;100
364;33829;Cadeira;500
365;18712;Mochila;100
366;3421;Carregador;80
367;96753;Carregador;80
368;302;Fone de Ouvido;200
369;45237;Fone de Ouvido;200
370;66236;Fone de Ouvido;200
371;54241;Fone de Ouvido;200
372;65727;Carregador;80
373;10493;Mochila;100
374;6103;Teclado;150
375;50337;Carregador;80
376;85315;Fone de Ouvido;200
377;26642;Mochila;100
378;34585;Carregador;80
379;32746;Fone de Ouvido;200
380;23094;Fone de Ouvido;200
381;66106;Carregador;80
382;51886;Fone de Ouvido;200
383;36632;Carregador;80
384;72992;Mochila;100
385;4015;Mochila;100
386;11094;Mochila;100
387;18071;Carregador;80
388;35778;Carregador;80
389;56959;Mochila;100
390;82075;Fone de Ouvido;200
391;10730;Fone de Ouvido;200
392;99714;Carregador;80
393;45018;Mochila;100
394;66321;Mochila;100
395;27752;Mochila;100
396;78070;Carregador;80
397;54749;Mochila;100
398;5802;Mochila;100
399;19191;Mochila;100
400;49690;Monitor;800
401;50994;Fone de Ouvido;200
402;29593;Carregador;80
403;10648;Carregador;80
404;8717;Fone de Ouvido;200
405;88892;Carregador;80
406;87546;Carregador;80
407;89913;Carregador;80
408;70317;Carregador;80
409;2369;Carregador;80
410;77576;Mochila;100
411;6656;Laptop;3000
412;70032;Teclado;150
413;76430;Carregador;80
414;91084;Carregador;80
415;87923;Cadeira;500
416;55767;Mochila;100
417;13404;Carregador;80
418;32098;Fone de Ouvido;200
419;78658;Carregador;80
420;10967;Mochila;100
421;99158;Fone de Ouvido;200
422;93849;Carregador;80
423;52922;Monitor;800
424;49727;Mochila;100
425;50301;Teclado;150
426;22678;Teclado;150
427;55610;Fone de Ouvido;200
428;96826;Fone de Ouvido;200
429;56662;Fone de Ouvido;200
430;31025;Mochila;100
431;70314;Mochila;100
432;53007;Carregador;80
433;95286;Mochila;100
434;15339;Monitor;800
435;68028;Carregador;80
436;92773;Carregador;80
437;80136;Fone de Ouvido;200
438;19509;Fone de Ouvido;200
439;3052;Carregador;80
440;48748;Fone de Ouvido;200
441;87143;Mochila;100
442;87236;Carregador;80
443;54022;Carregador;80
444;66413;Cadeira;500
445;58336;Fone de Ouvido;200
446;56180;Mochila;100
447;32094;Cadeira;500
448;69679;Carregador;80
449;80739;Mochila;100
450;39735;Carregador;80
451;72616;Carregador;80
452;73524;Carregador;80
453;94477;Carregador;80
454;17020;Fone de Ouvido;200
455;83614;Fone de Ouvido;200
456;91795;Carregador;80
457;86673;Fone de Ouvido;200
458;73848;Carregador;80
459;82751;Carregador;80
460;79635;Fone de Ouvido;200
461;28252;Mochila;100
462;25946;Mochila;100
463;90853;Fone de Ouvido;200
464;32218;Carregador;80
465;8309;Carregador;80
466;5950;Mochila;100
467;51991;Carregador;80
468;1151;Carregador;80
469;89481;Mochila;100
470;74741;Monitor;800
471;66618;Cadeira;500
472;94842;Fone de Ouvido;200
473;16897;Carregador;80
474;46176;Carregador;80
475;7806;Carregador;80
476;5238;Fone de Ouvido;200
477;20057;Fone de Ouvido;200
478;45544;Fone de Ouvido;200
479;56557;Carregador;80
480;3344;Mochila;100
481;13501;Laptop;3000
482;53223;Carregador;80
483;29376;Mochila;100
484;9663;Carregador;80
485;16965;Mochila;100
486;59639;Mochila;100
487;73667;Fone de Ouvido;200
488;85068;Fone de Ouvido;200
489;67216;Mochila;100
490;69043;Fone de Ouvido;200
491;13285;Cadeira;500
492;72790;Carregador;80
493;84665;Fone de Ouvido;200
494;93469;Carregador;80
495;61390;Monitor;800
496;9436;Fone de Ouvido;200
497;54341;Carregador;80
498;44079;Mochila;100
499;78833;Carregador;80
500;51294;Mochila;100
501;95982;Fone de Ouvido;200
502;78782;Carregador;80
503;60404;Cadeira;500
504;29125;Mochila;100
505;95436;Carregador;80
506;43920;Carregador;80
507;35248;Cadeira;500
508;94759;Carregador;80
509;91748;Mochila;100
510;62753;Mochila;100
511;56574;Mochila;100
512;59102;Carregador;80
513;26647;Fone de Ouvido;200
514;23050;Mochila;100
515;79606;Teclado;150
516;98117;Carregador;80
517;97380;Carregador;80
518;68386;Mochila;100
519;40159;Mochila;100
520;65418;Fone de Ouvido;200
521;23290;Mochila;100
522;9824;Carregador;80
523;60161;Laptop;3000
524;41976;Fone de Ouvido;200
525;9541;Mochila;100
526;16365;Mochila;100
527;4612;Fone de Ouvido;200
528;27664;Carregador;80
529;51992;Fone de Ouvido;200
530;57680;Carregador;80
531;30978;Mochila;100
532;94705;Cadeira;500
533;49116;Carregador;80
534;91008;Carregador;80
535;88224;Fone de Ouvido;200
536;60891;Carregador;80
537;66388;Carregador;80
538;18072;Mochila;100
539;59276;Fone de Ouvido;200
540;72370;Mochila;100
541;11939;Mochila;100
542;35196;Fone de Ouvido;200
543;91681;Mochila;100
544;4001;Carregador;80
545;70589;Cadeira;500
546;93611;Fone de Ouvido;200
547;97857;Fone de Ouvido;200
548;38305;Teclado;150
549;69450;Carregador;80
550;82987;Carregador;80
551;89644;Mochila;100
552;20765;Cadeira;500
553;86028;Carregador;80
554;38495;Carregador;80
555;3374;Carregador;80
556;12162;Cadeira;500
557;97533;Fone de Ouvido;200
558;92659;Fone de Ouvido;200
559;27351;Fone de Ouvido;200
560;93009;Fone de Ouvido;200
561;94298;Mochila;100
562;25352;Mochila;100
563;88669;Mochila;100
564;15306;Mochila;100
565;75354;Mochila;100
566;76798;Mochila;100
567;65954;Fone de Ouvido;200
568;57459;Fone de Ouvido;200
569;20359;Carregador;80
570;3268;Cadeira;500
571;82746;Cadeira;500
572;89589;Mochila;100
573;38514;Fone de Ouvido;200
574;26093;Monitor;800
575;11339;Carregador;80
576;413;Fone de Ouvido;200
577;7544;Carregador;80
578;33497;Carregador;80
579;60693;Carregador;80
580;89085;Mochila;100
581;92921;Mochila;100
582;44426;Carregador;80
583;38757;Cadeira;500
584;18889;Carregador;80
585;35736;Carregador;80
586;47296;Mochila;100
587;83043;Carregador;80
588;86000;Mochila;100
589;17956;Mochila;100
590;37842;Fone de Ouvido;200
591;70641;Carregador;80
592;65511;Cadeira;500
593;34912;Carregador;80
594;59032;Carregador;80
595;88727;Mochila;100
596;7358;Mochila;100
597;32480;Fone de Ouvido;200
598;61477;Carregador;80
599;44812;Mochila;100
600;36209;Carregador;80
601;20151;Fone de Ouvido;200
602;71181;Fone de Ouvido;200
603;43287;Mochila;100
604;68451;Cadeira;500
605;21353;Carregador;80
606;55070;Carregador;80
607;14398;Carregador;80
608;41556;Carregador;80
609;46960;Mochila;100
610;729;Fone de Ouvido;200
611;50518;Fone de Ouvido;200
612;66235;Carregador;80
613;39955;Cadeira;500
614;47281;Mochila;100
615;79460;Mochila;100
616;16780;Mochila;100
617;63933;Mochila;100
618;72937;Mochila;100
619;24467;Carregador;80
620;36940;Carregador;80
621;69897;Carregador;80
622;35271;Fone de Ouvido;200
623;59164;Cadeira;500
624;82638;Carregador;80
625;51935;Mochila;100
626;64896;Teclado;150
627;32308;Fone de Ouvido;200
628;54099;Mochila;100
629;60922;Fone de Ouvido;200
630;5487;Carregador;80
631;8336;Carregador;80
632;86901;Carregador;80
633;89113;Mochila;100
634;97204;Carregador;80
635;11131;Mochila;100
636;87509;Carregador;80
637;60567;Mochila;100
638;66704;Carregador;80
639;27193;Carregador;80
640;1063;Fone de Ouvido;200
641;84077;Mochila;100
642;89781;Mochila;100
643;21546;Mochila;100
644;21690;Teclado;150
645;11175;Teclado;150
646;88462;Cadeira;500
647;9349;Carregador;80
648;23715;Carregador;80
649;38103;Fone de Ouvido;200
650;74461;Fone de Ouvido;200
651;89931;Cadeira;500
652;6802;Cadeira;500
653;72268;Fone de Ouvido;200
654;48137;Carregador;80
655;23626;Fone de Ouvido;200
656;82874;Fone de Ouvido;200
657;72593;Carregador;80
658;77053;Fone de Ouvido;200
659;44262;Fone de Ouvido;200
660;1543;Carregador;80
661;21678;Fone de Ouvido;200
662;46733;Monitor;800
663;50344;Mochila;100
664;39082;Mochila;100
665;62857;Carregador;80
666;93106;Cadeira;500
667;88859;Fone de Ouvido;200
668;19066;Carregador;80
669;83461;Carregador;80
670;88093;Fone de Ouvido;200
671;54694;Carregador;80
672;26963;Carregador;80
673;28296;Mochila;100
674;13808;Fone de Ouvido;200
675;42349;Fone de Ouvido;200
676;26433;Carregador;80
677;83286;Carregador;80
678;91793;Mochila;100
679;57855;Carregador;80
680;40263;Mochila;100
681;37081;Fone de Ouvido;200
682;1325;Fone de Ouvido;200
683;91268;Carregador;80
684;35910;Fone de Ouvido;200
685;89340;Cadeira;500
686;19871;Carregador;80
687;34579;Fone de Ouvido;200
688;72125;Cadeira;500
689;26791;Carregador;80
690;25290;Carregador;80
691;55130;Carregador;80
692;93715;Carregador;80
693;94247;Mochila;100
694;15486;Fone de Ouvido;200
695;44483;Monitor;800
696;86189;Mochila;100
697;4749;Mochila;100
698;86770;Cadeira;500
699;9436;Teclado;150
700;3710;Carregador;80
701;30356;Carregador;80
702;55772;Fone de Ouvido;200
703;57800;Carregador;80
704;13117;Fone de Ouvido;200
705;25471;Cadeira;500
706;42345;Carregador;80
707;42919;Mochila;100
708;52225;Cadeira;500
709;39299;Mochila;100
710;80220;Carregador;80
711;61630;Fone de Ouvido;200
712;66041;Cadeira;500
713;99519;Fone de Ouvido;200
714;99836;Fone de Ouvido;200
715;28017;Teclado;150
716;23961;Fone de Ouvido;200
717;33592;Teclado;150
718;82849;Carregador;80
719;67642;Mochila;100
720;36396;Carregador;80
721;22701;Cadeira;500
722;34621;Carregador;80
723;20560;Cadeira;500
724;93046;Mochila;100
725;93397;Fone de Ouvido;200
726;61643;Carregador;80
727;76540;Carregador;80
728;21733;Fone de Ouvido;200
729;91363;Fone de Ouvido;200
730;30355;Carregador;80
731;13844;Mochila;100
732;71727;Cadeira;500
733;17641;Cadeira;500
734;52529;Cadeira;500
735;38414;Cadeira;500
736;52639;Fone de Ouvido;200
737;52737;Fone de Ouvido;200
738;68867;Carregador;80
739;19088;Carregador;80
740;41431;Monitor;800
741;24505;Fone de Ouvido;200
742;7115;Fone de Ouvido;200
743;78860;Fone de Ouvido;200
744;99658;Carregador;80
745;10976;Mochila;100
746;11024;Carregador;80
747;21448;Monitor;800
748;90470;Carregador;80
749;23960;Cadeira;500
750;66204;Fone de Ouvido;200
751;29704;Fone de Ouvido;200
752;9338;Carregador;80
753;46428;Fone de Ouvido;200
754;61530;Fone de Ouvido;200
755;84666;Mochila;100
756;31922;Fone de Ouvido;200
757;33308;Mochila;100
758;27356;Monitor;800
759;4836;Carregador;80
760;20160;Carregador;80
761;47606;Carregador;80
762;38089;Mochila;100
763;78753;Carregador;80
764;55285;Carregador;80
765;57044;Fone de Ouvido;200
766;35548;Fone de Ouvido;200
767;97008;Carregador;80
768;82845;Carregador;80
769;27533;Cadeira;500
770;34350;Fone de Ouvido;200
771;45446;Carregador;80
772;5714;Fone de Ouvido;200
773;56179;Fone de Ouvido;200
774;49408;Carregador;80
775;70341;Mochila;100
776;50991;Mochila;100
777;75673;Monitor;800
778;65546;Mouse;50
779;84792;Mochila;100
780;58142;Fone de Ouvido;200
781;23794;Fone de Ouvido;200
782;56571;Carregador;80
783;95085;Mochila;100
784;37893;Mochila;100
785;1016;Fone de Ouvido;200
786;61814;Carregador;80
787;27713;Mochila;100
788;8416;Monitor;800
789;62293;Mochila;100
790;23834;Fone de Ouvido;200
791;4159;Mochila;100
792;62681;Mochila;100
793;20310;Mochila;100
794;6971;Fone de Ouvido;200
795;72475;Fone de Ouvido;200
796;86705;Monitor;800
797;46541;Fone de Ouvido;200
798;20385;Mochila;100
799;18018;Mochila;100
800;75881;Carregador;80
801;8703;Mochila;100
802;385;Fone de Ouvido;200
803;405;Fone de Ouvido;200
804;40944;Mochila;100
805;47927;Fone de Ouvido;200
806;29190;Fone de Ouvido;200
807;12764;Mochila;100
808;18385;Carregador;80
809;60101;Carregador;80
810;98143;Fone de Ouvido;200
811;9861;Fone de Ouvido;200
812;80643;Fone de Ouvido;200
813;50613;Laptop;3000
814;23575;Mochila;100
815;23525;Mochila;100
816;69173;Carregador;80
817;10917;Mochila;100
818;4810;Fone de Ouvido;200
819;32202;Carregador;80
820;53331;Laptop;3000
821;13457;Monitor;800
822;56398;Mochila;100
823;38766;Fone de Ouvido;200
824;34817;Cadeira;500
825;45107;Teclado;150
826;53933;Fone de Ouvido;200
827;17101;Fone de Ouvido;200
828;57092;Carregador;80
829;21950;Fone de Ouvido;200
830;70081;Monitor;800
831;37745;Mochila;100
832;45544;Carregador;80
833;92194;Fone de Ouvido;200
834;36188;Carregador;80
835;7240;Carregador;80
836;14490;Fone de Ouvido;200
837;58018;Fone de Ouvido;200
838;61878;Carregador;80
839;43126;Carregador;80
840;49923;Mochila;100
841;94075;Carregador;80
842;32050;Carregador;80
843;37132;Cadeira;500
844;42945;Mochila;100
845;73964;Fone de Ouvido;200
846;24286;Cadeira;500
847;37627;Carregador;80
848;42809;Mochila;100
849;88465;Fone de Ouvido;200
850;53872;Fone de Ouvido;200
851;19199;Teclado;150
852;19759;Cadeira;500
853;15255;Fone de Ouvido;200
854;44239;Carregador;80
855;1253;Mochila;100
856;39765;Carregador;80
857;77710;Carregador;80
858;37442;Fone de Ouvido;200
859;92235;Mouse;50
860;53683;Carregador;80
861;59495;Teclado;150
862;81318;Monitor;800
863;65216;Carregador;80
864;78588;Mochila;100
865;6950;Carregador;80
866;55394;Carregador;80
867;73554;Teclado;150
868;6942;Carregador;80
869;25935;Fone de Ouvido;200
870;23387;Fone de Ouvido;200
871;61887;Carregador;80
872;75746;Mochila;100
873;83252;Mochila;100
874;94457;Mochila;100
875;53414;Carregador;80
876;56801;Carregador;80
877;97240;Mochila;100
878;42319;Mochila;100
879;70174;Mochila;100
880;70391;Mochila;100
881;52330;Fone de Ouvido;200
882;43089;Fone de Ouvido;200
883;39812;Cadeira;500
884;55480;Mochila;100
885;85393;Mochila;100
886;87370;Fone de Ouvido;200
887;19964;Carregador;80
888;55124;Cadeira;500
889;92706;Fone de Ouvido;200
890;73478;Fone de Ouvido;200
891;14389;Mochila;100
892;5570;Cadeira;500
893;69837;Mochila;100
894;36587;Teclado;150
895;12016;Mochila;100
896;45003;Mochila;100
897;6255;Fone de Ouvido;200
898;17145;Mochila;100
899;24215;Carregador;80
900;80720;Carregador;80
901;71775;Cadeira;500
902;6091;Fone de Ouvido;200
903;11638;Fone de Ouvido;200
904;22416;Carregador;80
905;24072;Carregador;80
906;58244;Carregador;80
907;41241;Fone de Ouvido;200
908;83808;Monitor;800
909;33435;Carregador;80
910;69725;Fone de Ouvido;200
911;75698;Mochila;100
912;28733;Cadeira;500
913;11315;Carregador;80
914;23955;Fone de Ouvido;200
915;57109;Cadeira;500
916;87045;Cadeira;500
917;87506;Fone de Ouvido;200
918;36669;Cadeira;500
919;23062;Mouse;50
920;79253;Mochila;100
921;39750;Carregador;80
922;16908;Carregador;80
923;18778;Teclado;150
924;93230;Mochila;100
925;51746;Carregador;80
926;91866;Fone de Ouvido;200
927;81819;Cadeira;500
928;23625;Fone de Ouvido;200
929;23322;Fone de Ouvido;200
930;10489;Carregador;80
931;22575;Mochila;100
932;5241;Mochila;100
933;43222;Fone de Ouvido;200
934;10479;Mochila;100
935;55646;Cadeira;500
936;19263;Mochila;100
937;52797;Fone de Ouvido;200
938;4433;Carregador;80
939;95258;Cadeira;500
940;64292;Fone de Ouvido;200
941;79105;Mochila;100
942;59400;Fone de Ouvido;200
943;79715;Carregador;80
944;50429;Fone de Ouvido;200
945;87732;Cadeira;500
946;303;Carregador;80
947;82559;Fone de Ouvido;200
948;56;Fone de Ouvido;200
949;8718;Mochila;100
950;28700;Fone de Ouvido;200
951;73687;Fone de Ouvido;200
952;67662;Carregador;80
953;44248;Carregador;80
954;16749;Mochila;100
955;4622;Mochila;100
956;15035;Fone de Ouvido;200
957;5127;Carregador;80
958;5123;Fone de Ouvido;200
959;18031;Mochila;100
960;82839;Mochila;100
961;84718;Fone de Ouvido;200
962;55659;Carregador;80
963;38639;Carregador;80
964;67068;Monitor;800
965;88870;Carregador;80
966;34675;Fone de Ouvido;200
967;35855;Monitor;800
968;46272;Fone de Ouvido;200
969;73689;Carregador;80
970;38519;Carregador;80
971;10268;Cadeira;500
972;90826;Fone de Ouvido;200
973;1063;Fone de Ouvido;200
974;50449;Carregador;80
975;95463;Mochila;100
976;6230;Carregador;80
977;56794;Carregador;80
978;47916;Fone de Ouvido;200
979;4633;Carregador;80
980;3597;Carregador;80
981;6169;Fone de Ouvido;200
982;7562;Cadeira;500
983;73795;Fone de Ouvido;200
984;82153;Fone de Ouvido;200
985;26735;Fone de Ouvido;200
986;6372;Carregador;80
987;26070;Carregador;80
988;79906;Carregador;80
989;12911;Fone de Ouvido;200
990;73480;Carregador;80
991;77736;Carregador;80
992;81265;Fone de Ouvido;200
993;23276;Mochila;100
994;72275;Fone de Ouvido;200
995;81450;Carregador;80
996;60005;Carregador;80
997;62982;Carregador;80
998;84660;Mochila;100
999;54554;Fone de Ouvido;200
1000;48448;Laptop;3000
1001;34530;Carregador;80
1002;75704;Cadeira;500
1003;76091;Carregador;80
1004;17261;Mochila;100
1005;3813;Carregador;80
1006;28025;Fone de Ouvido;200
1007;58657;Fone de Ouvido;200
1008;27286;Laptop;3000
1009;92437;Fone de Ouvido;200
1010;1606;Mochila;100
1011;71159;Carregador;80
1012;72304;Carregador;80
1013;27140;Carregador;80
1014;77150;Carregador;80
1015;56139;Carregador;80
1016;76126;Carregador;80
1017;13919;Carregador;80
1018;85656;Carregador;80
1019;27447;Fone de Ouvido;200
1020;13047;Carregador;80
1021;24819;Carregador;80
1022;4325;Fone de Ouvido;200
1023;76324;Cadeira;500
1024;9112;Mochila;100
1025;38111;Fone de Ouvido;200
1026;16390;Fone de Ouvido;200
1027;41428;Mochila;100
1028;79580;Mochila;100
1029;28747;Fone de Ouvido;200
1030;87887;Cadeira;500
1031;118;Mochila;100
1032;84472;Monitor;800
1033;13235;Mochila;100
1034;53442;Cadeira;500
1035;847;Carregador;80
1036;10955;Monitor;800
1037;79240;Cadeira;500
1038;46515;Mochila;100
1039;88237;Carregador;80
